date_id,date,channel,spend
20161118,2016-11-18 00:00:00,Meta,1136.73
20161119,2016-11-19 00:00:00,Meta,880.64
20161120,2016-11-20 00:00:00,Meta,1053.47
20161121,2016-11-21 00:00:00,Meta,1334.47
20161122,2016-11-22 00:00:00,Meta,1131.15
20161123,2016-11-23 00:00:00,Meta,1175.59
20161124,2016-11-24 00:00:00,Meta,1396.12
20161125,2016-11-25 00:00:00,Meta,1097.99
20161126,2016-11-26 00:00:00,Meta,979.69
20161127,2016-11-27 00:00:00,Meta,1032.08
20161128,2016-11-28 00:00:00,Meta,1453.22
20161129,2016-11-29 00:00:00,Meta,1194.15
20161130,2016-11-30 00:00:00,Meta,1131.97
20161201,2016-12-01 00:00:00,Meta,1597.32
20161202,2016-12-02 00:00:00,Meta,1299.62
20161203,2016-12-03 00:00:00,Meta,1229.66
20161204,2016-12-04 00:00:00,Meta,976.39
20161205,2016-12-05 00:00:00,Meta,1210.5
20161206,2016-12-06 00:00:00,Meta,1283.41
20161207,2016-12-07 00:00:00,Meta,1472.7
20161208,2016-12-08 00:00:00,Meta,1172.07
20161209,2016-12-09 00:00:00,Meta,1323.23
20161210,2016-12-10 00:00:00,Meta,1187.81
20161211,2016-12-11 00:00:00,Meta,1159.87
20161212,2016-12-12 00:00:00,Meta,1356.59
20161213,2016-12-13 00:00:00,Meta,1370.78
20161214,2016-12-14 00:00:00,Meta,1577.76
20161215,2016-12-15 00:00:00,Meta,1386.69
20161216,2016-12-16 00:00:00,Meta,1412.5
20161217,2016-12-17 00:00:00,Meta,1238.82
20161218,2016-12-18 00:00:00,Meta,999.92
20161219,2016-12-19 00:00:00,Meta,1270.28
20161220,2016-12-20 00:00:00,Meta,1233.71
20161221,2016-12-21 00:00:00,Meta,1292.48
20161222,2016-12-22 00:00:00,Meta,1361.27
20161223,2016-12-23 00:00:00,Meta,1175.22
20161224,2016-12-24 00:00:00,Meta,1170.43
20161225,2016-12-25 00:00:00,Meta,970.08
20161226,2016-12-26 00:00:00,Meta,1530.08
20161227,2016-12-27 00:00:00,Meta,1148.47
20161228,2016-12-28 00:00:00,Meta,1533.46
20161229,2016-12-29 00:00:00,Meta,1218.72
20161230,2016-12-30 00:00:00,Meta,1525.66
20161231,2016-12-31 00:00:00,Meta,1073.74
20170101,2017-01-01 00:00:00,Meta,974.17
20170102,2017-01-02 00:00:00,Meta,1280.53
20170103,2017-01-03 00:00:00,Meta,1619.12
20170104,2017-01-04 00:00:00,Meta,1626.22
20170105,2017-01-05 00:00:00,Meta,1355.06
20170106,2017-01-06 00:00:00,Meta,1319.0
20170107,2017-01-07 00:00:00,Meta,950.6
20170108,2017-01-08 00:00:00,Meta,1043.59
20170109,2017-01-09 00:00:00,Meta,1692.76
20170110,2017-01-10 00:00:00,Meta,1632.8
20170111,2017-01-11 00:00:00,Meta,1511.58
20170112,2017-01-12 00:00:00,Meta,1506.22
20170113,2017-01-13 00:00:00,Meta,1514.88
20170114,2017-01-14 00:00:00,Meta,1132.2
20170115,2017-01-15 00:00:00,Meta,1096.98
20170116,2017-01-16 00:00:00,Meta,1334.83
20170117,2017-01-17 00:00:00,Meta,1575.42
20170118,2017-01-18 00:00:00,Meta,1363.13
20170119,2017-01-19 00:00:00,Meta,1508.78
20170120,2017-01-20 00:00:00,Meta,1648.66
20170121,2017-01-21 00:00:00,Meta,1308.51
20170122,2017-01-22 00:00:00,Meta,1049.71
20170123,2017-01-23 00:00:00,Meta,1373.37
20170124,2017-01-24 00:00:00,Meta,1359.26
20170125,2017-01-25 00:00:00,Meta,1420.38
20170126,2017-01-26 00:00:00,Meta,1237.26
20170127,2017-01-27 00:00:00,Meta,1367.49
20170128,2017-01-28 00:00:00,Meta,1196.34
20170129,2017-01-29 00:00:00,Meta,1210.56
20170130,2017-01-30 00:00:00,Meta,1258.34
20170131,2017-01-31 00:00:00,Meta,1254.09
20170201,2017-02-01 00:00:00,Meta,1716.52
20170202,2017-02-02 00:00:00,Meta,1372.57
20170203,2017-02-03 00:00:00,Meta,1721.63
20170204,2017-02-04 00:00:00,Meta,1040.91
20170205,2017-02-05 00:00:00,Meta,1194.82
20170206,2017-02-06 00:00:00,Meta,1557.02
20170207,2017-02-07 00:00:00,Meta,1389.84
20170208,2017-02-08 00:00:00,Meta,1445.03
20170209,2017-02-09 00:00:00,Meta,1733.36
20170210,2017-02-10 00:00:00,Meta,1264.13
20170211,2017-02-11 00:00:00,Meta,1042.64
20170212,2017-02-12 00:00:00,Meta,1357.94
20170213,2017-02-13 00:00:00,Meta,1727.36
20170214,2017-02-14 00:00:00,Meta,1721.71
20170215,2017-02-15 00:00:00,Meta,1493.47
20170216,2017-02-16 00:00:00,Meta,1567.24
20170217,2017-02-17 00:00:00,Meta,1404.41
20170218,2017-02-18 00:00:00,Meta,1316.55
20170219,2017-02-19 00:00:00,Meta,1178.07
20170220,2017-02-20 00:00:00,Meta,1416.1
20170221,2017-02-21 00:00:00,Meta,1593.05
20170222,2017-02-22 00:00:00,Meta,1367.66
20170223,2017-02-23 00:00:00,Meta,1258.2
20170224,2017-02-24 00:00:00,Meta,1255.68
20170225,2017-02-25 00:00:00,Meta,1033.98
20170226,2017-02-26 00:00:00,Meta,1352.96
20170227,2017-02-27 00:00:00,Meta,1685.06
20170228,2017-02-28 00:00:00,Meta,1620.21
20170301,2017-03-01 00:00:00,Meta,1633.31
20170302,2017-03-02 00:00:00,Meta,1307.62
20170303,2017-03-03 00:00:00,Meta,1372.18
20170304,2017-03-04 00:00:00,Meta,1094.53
20170305,2017-03-05 00:00:00,Meta,1163.28
20170306,2017-03-06 00:00:00,Meta,1385.11
20170307,2017-03-07 00:00:00,Meta,1343.22
20170308,2017-03-08 00:00:00,Meta,1558.64
20170309,2017-03-09 00:00:00,Meta,1339.33
20170310,2017-03-10 00:00:00,Meta,1465.38
20170311,2017-03-11 00:00:00,Meta,1052.05
20170312,2017-03-12 00:00:00,Meta,1117.92
20170313,2017-03-13 00:00:00,Meta,1709.55
20170314,2017-03-14 00:00:00,Meta,1430.85
20170315,2017-03-15 00:00:00,Meta,1278.56
20170316,2017-03-16 00:00:00,Meta,1433.84
20170317,2017-03-17 00:00:00,Meta,1381.65
20170318,2017-03-18 00:00:00,Meta,1311.0
20170319,2017-03-19 00:00:00,Meta,1172.13
20170320,2017-03-20 00:00:00,Meta,1738.95
20170321,2017-03-21 00:00:00,Meta,1709.83
20170322,2017-03-22 00:00:00,Meta,1440.79
20170323,2017-03-23 00:00:00,Meta,1718.95
20170324,2017-03-24 00:00:00,Meta,1503.69
20170325,2017-03-25 00:00:00,Meta,1198.15
20170326,2017-03-26 00:00:00,Meta,1057.15
20170327,2017-03-27 00:00:00,Meta,1576.56
20170328,2017-03-28 00:00:00,Meta,1434.9
20170329,2017-03-29 00:00:00,Meta,1633.91
20170330,2017-03-30 00:00:00,Meta,1539.73
20170331,2017-03-31 00:00:00,Meta,1347.57
20170401,2017-04-01 00:00:00,Meta,1014.98
20170402,2017-04-02 00:00:00,Meta,1035.82
20170403,2017-04-03 00:00:00,Meta,1639.71
20170404,2017-04-04 00:00:00,Meta,1723.18
20170405,2017-04-05 00:00:00,Meta,1420.55
20170406,2017-04-06 00:00:00,Meta,1704.52
20170407,2017-04-07 00:00:00,Meta,1403.62
20170408,2017-04-08 00:00:00,Meta,990.07
20170409,2017-04-09 00:00:00,Meta,1116.13
20170410,2017-04-10 00:00:00,Meta,1677.99
20170411,2017-04-11 00:00:00,Meta,1435.6
20170412,2017-04-12 00:00:00,Meta,1376.32
20170413,2017-04-13 00:00:00,Meta,1673.88
20170414,2017-04-14 00:00:00,Meta,1623.6
20170415,2017-04-15 00:00:00,Meta,1151.4
20170416,2017-04-16 00:00:00,Meta,1138.45
20170417,2017-04-17 00:00:00,Meta,1638.38
20170418,2017-04-18 00:00:00,Meta,1515.1
20170419,2017-04-19 00:00:00,Meta,1458.33
20170420,2017-04-20 00:00:00,Meta,1538.92
20170421,2017-04-21 00:00:00,Meta,1731.92
20170422,2017-04-22 00:00:00,Meta,1344.76
20170423,2017-04-23 00:00:00,Meta,1320.07
20170424,2017-04-24 00:00:00,Meta,1247.8
20170425,2017-04-25 00:00:00,Meta,1364.76
20170426,2017-04-26 00:00:00,Meta,1417.09
20170427,2017-04-27 00:00:00,Meta,1707.34
20170428,2017-04-28 00:00:00,Meta,1393.74
20170429,2017-04-29 00:00:00,Meta,1293.43
20170430,2017-04-30 00:00:00,Meta,1178.68
20170501,2017-05-01 00:00:00,Meta,1543.81
20170502,2017-05-02 00:00:00,Meta,1321.01
20170503,2017-05-03 00:00:00,Meta,1653.5
20170504,2017-05-04 00:00:00,Meta,1654.1
20170505,2017-05-05 00:00:00,Meta,1497.7
20170506,2017-05-06 00:00:00,Meta,1081.23
20170507,2017-05-07 00:00:00,Meta,1025.38
20170508,2017-05-08 00:00:00,Meta,1223.09
20170509,2017-05-09 00:00:00,Meta,1526.01
20170510,2017-05-10 00:00:00,Meta,1683.09
20170511,2017-05-11 00:00:00,Meta,1682.63
20170512,2017-05-12 00:00:00,Meta,1333.01
20170513,2017-05-13 00:00:00,Meta,1248.97
20170514,2017-05-14 00:00:00,Meta,995.37
20170515,2017-05-15 00:00:00,Meta,1477.8
20170516,2017-05-16 00:00:00,Meta,1275.01
20170517,2017-05-17 00:00:00,Meta,1466.37
20170518,2017-05-18 00:00:00,Meta,1449.07
20170519,2017-05-19 00:00:00,Meta,1430.12
20170520,2017-05-20 00:00:00,Meta,1307.42
20170521,2017-05-21 00:00:00,Meta,1130.96
20170522,2017-05-22 00:00:00,Meta,1311.77
20170523,2017-05-23 00:00:00,Meta,1483.91
20170524,2017-05-24 00:00:00,Meta,1517.46
20170525,2017-05-25 00:00:00,Meta,1623.72
20170526,2017-05-26 00:00:00,Meta,1313.8
20170527,2017-05-27 00:00:00,Meta,1051.82
20170528,2017-05-28 00:00:00,Meta,1154.12
20170529,2017-05-29 00:00:00,Meta,1502.86
20170530,2017-05-30 00:00:00,Meta,1385.09
20170531,2017-05-31 00:00:00,Meta,1254.07
20170601,2017-06-01 00:00:00,Meta,1375.23
20170602,2017-06-02 00:00:00,Meta,1459.58
20170603,2017-06-03 00:00:00,Meta,1000.55
20170604,2017-06-04 00:00:00,Meta,1009.67
20170605,2017-06-05 00:00:00,Meta,1304.77
20170606,2017-06-06 00:00:00,Meta,1248.61
20170607,2017-06-07 00:00:00,Meta,1379.64
20170608,2017-06-08 00:00:00,Meta,1185.51
20170609,2017-06-09 00:00:00,Meta,1325.53
20170610,2017-06-10 00:00:00,Meta,1211.08
20170611,2017-06-11 00:00:00,Meta,1059.43
20170612,2017-06-12 00:00:00,Meta,1524.33
20170613,2017-06-13 00:00:00,Meta,1227.61
20170614,2017-06-14 00:00:00,Meta,1598.58
20170615,2017-06-15 00:00:00,Meta,1603.72
20170616,2017-06-16 00:00:00,Meta,1370.7
20170617,2017-06-17 00:00:00,Meta,904.3
20170618,2017-06-18 00:00:00,Meta,1180.47
20170619,2017-06-19 00:00:00,Meta,1371.86
20170620,2017-06-20 00:00:00,Meta,1487.41
20170621,2017-06-21 00:00:00,Meta,1603.79
20170622,2017-06-22 00:00:00,Meta,1448.49
20170623,2017-06-23 00:00:00,Meta,1436.78
20170624,2017-06-24 00:00:00,Meta,1202.95
20170625,2017-06-25 00:00:00,Meta,1005.17
20170626,2017-06-26 00:00:00,Meta,1324.97
20170627,2017-06-27 00:00:00,Meta,1497.65
20170628,2017-06-28 00:00:00,Meta,1309.78
20170629,2017-06-29 00:00:00,Meta,1592.51
20170630,2017-06-30 00:00:00,Meta,1307.95
20170701,2017-07-01 00:00:00,Meta,921.35
20170702,2017-07-02 00:00:00,Meta,861.7
20170703,2017-07-03 00:00:00,Meta,1396.29
20170704,2017-07-04 00:00:00,Meta,1190.75
20170705,2017-07-05 00:00:00,Meta,1132.68
20170706,2017-07-06 00:00:00,Meta,1431.97
20170707,2017-07-07 00:00:00,Meta,1116.58
20170708,2017-07-08 00:00:00,Meta,1030.45
20170709,2017-07-09 00:00:00,Meta,1137.68
20170710,2017-07-10 00:00:00,Meta,1451.92
20170711,2017-07-11 00:00:00,Meta,1093.86
20170712,2017-07-12 00:00:00,Meta,1456.86
20170713,2017-07-13 00:00:00,Meta,1529.71
20170714,2017-07-14 00:00:00,Meta,1152.95
20170715,2017-07-15 00:00:00,Meta,918.46
20170716,2017-07-16 00:00:00,Meta,1065.03
20170717,2017-07-17 00:00:00,Meta,1149.03
20170718,2017-07-18 00:00:00,Meta,1273.02
20170719,2017-07-19 00:00:00,Meta,1526.94
20170720,2017-07-20 00:00:00,Meta,1180.76
20170721,2017-07-21 00:00:00,Meta,1517.59
20170722,2017-07-22 00:00:00,Meta,963.97
20170723,2017-07-23 00:00:00,Meta,1115.68
20170724,2017-07-24 00:00:00,Meta,1086.88
20170725,2017-07-25 00:00:00,Meta,1392.06
20170726,2017-07-26 00:00:00,Meta,1489.76
20170727,2017-07-27 00:00:00,Meta,1144.03
20170728,2017-07-28 00:00:00,Meta,1099.31
20170729,2017-07-29 00:00:00,Meta,965.76
20170730,2017-07-30 00:00:00,Meta,874.68
20170731,2017-07-31 00:00:00,Meta,1330.79
20170801,2017-08-01 00:00:00,Meta,1062.59
20170802,2017-08-02 00:00:00,Meta,1461.72
20170803,2017-08-03 00:00:00,Meta,1323.65
20170804,2017-08-04 00:00:00,Meta,1418.59
20170805,2017-08-05 00:00:00,Meta,904.11
20170806,2017-08-06 00:00:00,Meta,951.17
20170807,2017-08-07 00:00:00,Meta,1307.48
20170808,2017-08-08 00:00:00,Meta,1139.32
20170809,2017-08-09 00:00:00,Meta,1454.87
20170810,2017-08-10 00:00:00,Meta,1116.15
20170811,2017-08-11 00:00:00,Meta,1371.98
20170812,2017-08-12 00:00:00,Meta,1140.36
20170813,2017-08-13 00:00:00,Meta,1058.54
20170814,2017-08-14 00:00:00,Meta,1160.92
20170815,2017-08-15 00:00:00,Meta,1417.1
20170816,2017-08-16 00:00:00,Meta,1405.58
20170817,2017-08-17 00:00:00,Meta,1371.03
20170818,2017-08-18 00:00:00,Meta,1277.24
20170819,2017-08-19 00:00:00,Meta,857.69
20170820,2017-08-20 00:00:00,Meta,1057.35
20170821,2017-08-21 00:00:00,Meta,1089.1
20170822,2017-08-22 00:00:00,Meta,1218.07
20170823,2017-08-23 00:00:00,Meta,1062.93
20170824,2017-08-24 00:00:00,Meta,1334.91
20170825,2017-08-25 00:00:00,Meta,1171.44
20170826,2017-08-26 00:00:00,Meta,1141.54
20170827,2017-08-27 00:00:00,Meta,1082.06
20170828,2017-08-28 00:00:00,Meta,1345.03
20170829,2017-08-29 00:00:00,Meta,1109.69
20170830,2017-08-30 00:00:00,Meta,1164.86
20170831,2017-08-31 00:00:00,Meta,1256.23
20170901,2017-09-01 00:00:00,Meta,1148.52
20170902,2017-09-02 00:00:00,Meta,1039.1
20170903,2017-09-03 00:00:00,Meta,967.7
20170904,2017-09-04 00:00:00,Meta,1446.02
20170905,2017-09-05 00:00:00,Meta,1313.83
20170906,2017-09-06 00:00:00,Meta,1218.65
20170907,2017-09-07 00:00:00,Meta,1112.74
20170908,2017-09-08 00:00:00,Meta,1157.0
20170909,2017-09-09 00:00:00,Meta,921.89
20170910,2017-09-10 00:00:00,Meta,961.12
20170911,2017-09-11 00:00:00,Meta,1052.16
20170912,2017-09-12 00:00:00,Meta,1124.52
20170913,2017-09-13 00:00:00,Meta,1437.15
20170914,2017-09-14 00:00:00,Meta,1288.03
20170915,2017-09-15 00:00:00,Meta,1210.13
20170916,2017-09-16 00:00:00,Meta,1127.61
20170917,2017-09-17 00:00:00,Meta,845.16
20170918,2017-09-18 00:00:00,Meta,1033.02
20170919,2017-09-19 00:00:00,Meta,1084.06
20170920,2017-09-20 00:00:00,Meta,1246.54
20170921,2017-09-21 00:00:00,Meta,1043.77
20170922,2017-09-22 00:00:00,Meta,1299.86
20170923,2017-09-23 00:00:00,Meta,999.56
20170924,2017-09-24 00:00:00,Meta,951.23
20170925,2017-09-25 00:00:00,Meta,1155.13
20170926,2017-09-26 00:00:00,Meta,1439.84
20170927,2017-09-27 00:00:00,Meta,1144.43
20170928,2017-09-28 00:00:00,Meta,1119.24
20170929,2017-09-29 00:00:00,Meta,1395.99
20170930,2017-09-30 00:00:00,Meta,977.06
20171001,2017-10-01 00:00:00,Meta,1075.06
20171002,2017-10-02 00:00:00,Meta,1233.5
20171003,2017-10-03 00:00:00,Meta,1329.61
20171004,2017-10-04 00:00:00,Meta,1391.08
20171005,2017-10-05 00:00:00,Meta,1048.46
20171006,2017-10-06 00:00:00,Meta,1058.58
20171007,2017-10-07 00:00:00,Meta,1058.8
20171008,2017-10-08 00:00:00,Meta,844.4
20171009,2017-10-09 00:00:00,Meta,1346.33
20171010,2017-10-10 00:00:00,Meta,1413.94
20171011,2017-10-11 00:00:00,Meta,1269.54
20171012,2017-10-12 00:00:00,Meta,1063.94
20171013,2017-10-13 00:00:00,Meta,1461.25
20171014,2017-10-14 00:00:00,Meta,961.2
20171015,2017-10-15 00:00:00,Meta,979.53
20171016,2017-10-16 00:00:00,Meta,1128.25
20171017,2017-10-17 00:00:00,Meta,1439.31
20171018,2017-10-18 00:00:00,Meta,1299.86
20171019,2017-10-19 00:00:00,Meta,1359.09
20171020,2017-10-20 00:00:00,Meta,1366.85
20171021,2017-10-21 00:00:00,Meta,924.52
20171022,2017-10-22 00:00:00,Meta,905.3
20171023,2017-10-23 00:00:00,Meta,1167.03
20171024,2017-10-24 00:00:00,Meta,1330.77
20171025,2017-10-25 00:00:00,Meta,1389.82
20171026,2017-10-26 00:00:00,Meta,1157.19
20171027,2017-10-27 00:00:00,Meta,1449.47
20171028,2017-10-28 00:00:00,Meta,963.81
20171029,2017-10-29 00:00:00,Meta,1131.04
20171030,2017-10-30 00:00:00,Meta,1148.17
20171031,2017-10-31 00:00:00,Meta,1341.09
20171101,2017-11-01 00:00:00,Meta,1191.75
20171102,2017-11-02 00:00:00,Meta,1410.31
20171103,2017-11-03 00:00:00,Meta,1365.16
20171104,2017-11-04 00:00:00,Meta,883.32
20171105,2017-11-05 00:00:00,Meta,925.72
20171106,2017-11-06 00:00:00,Meta,1226.4
20171107,2017-11-07 00:00:00,Meta,1180.0
20171108,2017-11-08 00:00:00,Meta,1231.28
20171109,2017-11-09 00:00:00,Meta,1487.17
20171110,2017-11-10 00:00:00,Meta,1116.29
20171111,2017-11-11 00:00:00,Meta,1191.01
20171112,2017-11-12 00:00:00,Meta,853.61
20171113,2017-11-13 00:00:00,Meta,1229.24
20171114,2017-11-14 00:00:00,Meta,1383.52
20171115,2017-11-15 00:00:00,Meta,1287.39
20171116,2017-11-16 00:00:00,Meta,1099.49
20171117,2017-11-17 00:00:00,Meta,1518.15
20171118,2017-11-18 00:00:00,Meta,994.96
20171119,2017-11-19 00:00:00,Meta,886.99
20171120,2017-11-20 00:00:00,Meta,1172.78
20171121,2017-11-21 00:00:00,Meta,1492.86
20171122,2017-11-22 00:00:00,Meta,1135.47
20171123,2017-11-23 00:00:00,Meta,1440.34
20171124,2017-11-24 00:00:00,Meta,1450.24
20171125,2017-11-25 00:00:00,Meta,1064.81
20171126,2017-11-26 00:00:00,Meta,961.76
20171127,2017-11-27 00:00:00,Meta,1192.48
20171128,2017-11-28 00:00:00,Meta,1284.31
20171129,2017-11-29 00:00:00,Meta,1526.62
20171130,2017-11-30 00:00:00,Meta,1169.63
20171201,2017-12-01 00:00:00,Meta,1513.72
20171202,2017-12-02 00:00:00,Meta,1025.92
20171203,2017-12-03 00:00:00,Meta,1072.78
20171204,2017-12-04 00:00:00,Meta,1363.16
20171205,2017-12-05 00:00:00,Meta,1253.44
20171206,2017-12-06 00:00:00,Meta,1568.51
20171207,2017-12-07 00:00:00,Meta,1541.62
20171208,2017-12-08 00:00:00,Meta,1330.81
20171209,2017-12-09 00:00:00,Meta,966.18
20171210,2017-12-10 00:00:00,Meta,1215.01
20171211,2017-12-11 00:00:00,Meta,1315.65
20171212,2017-12-12 00:00:00,Meta,1579.8
20171213,2017-12-13 00:00:00,Meta,1497.08
20171214,2017-12-14 00:00:00,Meta,1224.99
20171215,2017-12-15 00:00:00,Meta,1266.68
20171216,2017-12-16 00:00:00,Meta,1016.46
20171217,2017-12-17 00:00:00,Meta,1190.61
20171218,2017-12-18 00:00:00,Meta,1204.54
20171219,2017-12-19 00:00:00,Meta,1604.8
20171220,2017-12-20 00:00:00,Meta,1273.84
20171221,2017-12-21 00:00:00,Meta,1426.63
20171222,2017-12-22 00:00:00,Meta,1402.27
20171223,2017-12-23 00:00:00,Meta,1112.69
20171224,2017-12-24 00:00:00,Meta,940.93
20171225,2017-12-25 00:00:00,Meta,1209.27
20171226,2017-12-26 00:00:00,Meta,1429.07
20171227,2017-12-27 00:00:00,Meta,1608.81
20171228,2017-12-28 00:00:00,Meta,1501.5
20171229,2017-12-29 00:00:00,Meta,1200.26
20171230,2017-12-30 00:00:00,Meta,1088.12
20171231,2017-12-31 00:00:00,Meta,1061.41
20180101,2018-01-01 00:00:00,Meta,1427.97
20180102,2018-01-02 00:00:00,Meta,1397.61
20180103,2018-01-03 00:00:00,Meta,1353.69
20180104,2018-01-04 00:00:00,Meta,1634.04
20180105,2018-01-05 00:00:00,Meta,1539.17
20180106,2018-01-06 00:00:00,Meta,1045.51
20180107,2018-01-07 00:00:00,Meta,1093.58
20180108,2018-01-08 00:00:00,Meta,1624.18
20180109,2018-01-09 00:00:00,Meta,1392.27
20180110,2018-01-10 00:00:00,Meta,1676.72
20180111,2018-01-11 00:00:00,Meta,1642.9
20180112,2018-01-12 00:00:00,Meta,1561.71
20180113,2018-01-13 00:00:00,Meta,1190.22
20180114,2018-01-14 00:00:00,Meta,1278.13
20180115,2018-01-15 00:00:00,Meta,1476.55
20180116,2018-01-16 00:00:00,Meta,1437.33
20180117,2018-01-17 00:00:00,Meta,1486.69
20180118,2018-01-18 00:00:00,Meta,1587.1
20180119,2018-01-19 00:00:00,Meta,1455.78
20180120,2018-01-20 00:00:00,Meta,1122.5
20180121,2018-01-21 00:00:00,Meta,1162.0
20180122,2018-01-22 00:00:00,Meta,1249.27
20180123,2018-01-23 00:00:00,Meta,1346.59
20180124,2018-01-24 00:00:00,Meta,1482.6
20180125,2018-01-25 00:00:00,Meta,1636.67
20180126,2018-01-26 00:00:00,Meta,1546.75
20180127,2018-01-27 00:00:00,Meta,1090.17
20180128,2018-01-28 00:00:00,Meta,1144.99
20180129,2018-01-29 00:00:00,Meta,1424.61
20180130,2018-01-30 00:00:00,Meta,1400.14
20180131,2018-01-31 00:00:00,Meta,1359.75
20180201,2018-02-01 00:00:00,Meta,1368.72
20180202,2018-02-02 00:00:00,Meta,1352.55
20180203,2018-02-03 00:00:00,Meta,1015.99
20180204,2018-02-04 00:00:00,Meta,987.85
20180205,2018-02-05 00:00:00,Meta,1271.94
20180206,2018-02-06 00:00:00,Meta,1294.1
20180207,2018-02-07 00:00:00,Meta,1508.6
20180208,2018-02-08 00:00:00,Meta,1560.84
20180209,2018-02-09 00:00:00,Meta,1469.75
20180210,2018-02-10 00:00:00,Meta,1012.06
20180211,2018-02-11 00:00:00,Meta,1321.04
20180212,2018-02-12 00:00:00,Meta,1283.65
20180213,2018-02-13 00:00:00,Meta,1255.13
20180214,2018-02-14 00:00:00,Meta,1582.81
20180215,2018-02-15 00:00:00,Meta,1665.16
20180216,2018-02-16 00:00:00,Meta,1693.09
20180217,2018-02-17 00:00:00,Meta,1364.04
20180218,2018-02-18 00:00:00,Meta,1195.32
20180219,2018-02-19 00:00:00,Meta,1741.29
20180220,2018-02-20 00:00:00,Meta,1586.77
20180221,2018-02-21 00:00:00,Meta,1322.64
20180222,2018-02-22 00:00:00,Meta,1543.26
20180223,2018-02-23 00:00:00,Meta,1352.07
20180224,2018-02-24 00:00:00,Meta,1333.14
