date_id,category,orders,revenue,est_cogs,contribution_margin,avg_cogs_rate
20180205,sports_leisure,25,3936.8400000000006,1704.38,2118.2916399999995,0.5
20171212,furniture_decor,26,2651.03,1196.4315000000004,1377.7186299999996,0.55
20170205,auto,2,358.44000000000005,139.82,208.22524,0.5
20180807,stationery,19,2341.2300000000005,946.8350000000002,1326.49933,0.5
20180620,furniture_living_room,2,183.39,68.0,110.07169,0.5
20180626,garden_tools,9,2017.48,676.4399999999999,1282.5330800000002,0.5
20170302,computers_accessories,2,99.75,38.998,57.85925,0.62
20170506,bed_bath_table,8,791.87,325.7045,443.2012699999999,0.55
20180525,bed_bath_table,13,1395.3099999999997,618.563,736.2830099999999,0.55
20171017,telephony,9,619.64,306.311,295.35943999999995,0.62
20180607,garden_tools,6,1651.9699999999998,745.8950000000001,858.1678700000002,0.5
20180521,furniture_decor,14,1997.5299999999997,895.1690000000001,1044.43263,0.55
20180407,health_beauty,13,2350.6099999999997,893.8271999999998,1388.6151100000002,0.42
20170610,toys,6,887.31,407.40960000000007,454.16840999999994,0.52
20171209,telephony,10,817.96,396.57059999999996,397.6685599999999,0.62
20171003,computers_accessories,10,751.34,388.8578,340.69334000000003,0.62
20180521,health_beauty,14,2280.3500000000004,849.6683999999999,1364.55145,0.42
20170202,luggage_accessories,2,141.75,54.9,82.73925,0.5
20170531,computers_accessories,11,1809.8600000000001,968.1176,789.2564600000001,0.62
20170530,health_beauty,5,1361.99,462.7896,859.7026900000001,0.42
20180415,watches_gifts,8,2141.58,962.3040000000001,1117.17018,0.48
20170720,health_beauty,10,1197.25,419.0969999999999,743.43275,0.42
20180802,cool_stuff,6,1092.1599999999999,416.09999999999997,644.38736,0.5
20180113,bed_bath_table,23,2796.21,1283.8045000000002,1431.3154100000002,0.55
20180118,garden_tools,3,414.52,164.35,238.14892000000003,0.5
20180628,baby,7,844.47,324.78159999999997,495.19877,0.52
20170409,perfumery,3,562.56,211.134,335.11176,0.42
20170506,sports_leisure,11,1722.5400000000002,685.3649999999999,987.22134,0.5
20171203,sports_leisure,16,2061.43,876.295,1125.35353,0.5
20170530,furniture_decor,10,1818.8999999999999,845.7515000000001,920.4004,0.55
20180712,watches_gifts,22,5926.819999999999,2614.9536000000007,3139.9886199999996,0.48
20180708,furniture_decor,4,687.6300000000001,303.985,363.70373,0.55
20180322,watches_gifts,9,1987.3500000000001,846.1776000000001,1083.53925,0.48
20180806,toys,14,2538.7999999999997,1092.4992000000002,1372.6755999999998,0.52
20170128,health_beauty,2,717.8,285.51599999999996,411.4678,0.42
20171213,baby,4,830.21,392.53759999999994,413.59630999999996,0.52
20180131,bed_bath_table,32,3597.7599999999993,1652.9974999999997,1840.42746,0.55
20180428,bed_bath_table,14,1609.94,714.0540000000002,849.19774,0.55
20180516,telephony,13,507.6999999999998,213.96819999999997,279.0085,0.62
20171208,housewares,9,1471.93,675.5540000000001,753.69003,0.55
20171024,computers_accessories,13,3870.26,2014.783,1743.2394600000005,0.62
20170324,toys,5,1129.15,545.8335999999999,550.5710500000001,0.52
20180403,computers_accessories,23,4209.920000000001,2256.273000000001,1831.5593200000005,0.62
20180116,housewares,10,2562.44,1206.3424999999995,1281.7867399999998,0.55
20171028,toys,5,451.5,198.42680000000001,239.97969999999998,0.52
20170602,cool_stuff,12,4630.99,2182.36,2314.33129,0.5
20180203,computers_accessories,29,4288.65,2294.62,1869.6591500000004,0.62
20180124,watches_gifts,20,6481.349999999999,2968.176,3325.21485,0.48
20180821,costruction_tools_tools,1,112.91,45.0,64.63561,0.5
20170322,office_furniture,2,427.28999999999996,186.985,227.91359000000003,0.5
20180416,stationery,5,1126.34,509.5,584.17614,0.5
20180404,sports_leisure,25,2586.3400000000006,1071.565,1439.77114,0.5
20171113,watches_gifts,15,4283.759999999999,1834.6464000000003,2324.8845599999995,0.48
20170526,housewares,5,902.87,452.75450000000006,423.93226999999996,0.55
20180723,health_beauty,26,4103.829999999999,1441.6542,2543.1647299999995,0.42
20180518,books_general_interest,4,687.91,319.34499999999997,348.61561,0.5
20180405,auto,20,2583.6500000000005,1091.6400000000003,1417.08415,0.5
20180808,cool_stuff,5,488.39,198.34,275.88669000000004,0.5
20170912,computers_accessories,11,3602.890000000001,1826.2844000000007,1672.12179,0.62
20170430,garden_tools,5,992.45,440.745,522.92395,0.5
20180804,housewares,23,2731.69,1234.3485000000003,1418.12249,0.55
20180814,perfumery,5,380.1,130.25459999999998,238.82250000000002,0.42
20180610,telephony,6,292.02000000000004,124.47119999999998,159.08022,0.62
20180805,sports_leisure,13,2255.9600000000005,962.855,1227.6821600000003,0.5
20180321,musical_instruments,1,74.29,29.5,42.63559000000001,0.5
20170717,housewares,7,1005.4100000000001,461.86250000000007,514.39061,0.55
20180201,costruction_tools_tools,2,212.17999999999998,89.9,116.12678,0.5
20170208,health_beauty,9,1150.68,397.7862,719.5240800000001,0.42
20171213,perfumery,13,2092.18,765.24,1266.26678,0.42
20170530,office_furniture,2,359.19,144.99,203.78348999999997,0.5
20180210,sports_leisure,20,4386.140000000001,1894.845,2364.0969400000004,0.5
20171013,baby,10,1314.92,581.646,695.14132,0.52
20171111,books_general_interest,1,51.75,19.95,30.29925,0.5
20170803,furniture_decor,14,1430.71,596.541,792.6784100000001,0.55
20180613,health_beauty,44,7173.239999999999,2614.1682000000005,4351.047840000002,0.42
20180318,stationery,4,511.38,223.685,272.86498,0.5
20170926,garden_tools,8,1390.6499999999999,544.0449999999998,806.2761499999999,0.5
20171231,bed_bath_table,3,394.4,182.985,199.9774,0.55
20170405,garden_tools,5,1279.16,596.99,645.07436,0.5
20180206,auto,14,1897.6,828.6900000000002,1013.8795999999999,0.5
20170305,computers_accessories,6,244.11,101.30799999999999,135.72280999999998,0.62
20171124,health_beauty,82,13330.149999999996,4947.398400000001,7996.177249999999,0.42
20171123,perfumery,11,1561.1399999999999,564.3204,951.5465399999999,0.42
20180808,home_appliances_2,1,858.65,397.5,436.24915,0.5
20180302,sports_leisure,20,2651.710000000001,1096.9799999999998,1477.8304099999993,0.5
20180702,auto,9,662.5200000000001,257.885,385.42192,0.5
20180815,pet_shop,9,1201.95,505.96000000000004,661.1334499999999,0.5
20180525,sports_leisure,2,342.83000000000004,152.445,180.44293,0.5
20171211,bed_bath_table,23,2354.83,1067.3520000000003,1219.18793,0.55
20180505,housewares,15,1949.3,817.1350000000001,1075.6353000000004,0.55
20180413,telephony,7,286.01,126.9512,150.76451,0.62
20180205,books_general_interest,1,61.01,22.45,36.790710000000004,0.5
20180305,sports_leisure,26,5538.050000000002,2457.124999999999,2920.3215500000006,0.5
20180716,furniture_living_room,3,215.93,79.95,129.71803,0.5
20180507,home_construction,4,1023.0099999999998,447.495,545.84771,0.5
20171204,telephony,13,1784.3700000000001,955.7981999999998,776.8250699999999,0.62
20171228,sports_leisure,8,1019.28,427.125,562.59588,0.5
20180316,books_general_interest,3,339.61,134.97,194.79131,0.5
20170204,sports_leisure,5,648.87,258.49,371.56277,0.5
20171227,bed_bath_table,17,2160.7400000000007,999.6140000000003,1098.4645400000004,0.55
20180423,garden_tools,12,2495.86,1101.1350000000002,1322.34506,0.5
20180216,bed_bath_table,20,2284.42,1036.5575000000003,1181.6143200000001,0.55
20180803,furniture_living_room,1,129.49,49.5,76.23479,0.5
20180215,perfumery,8,1204.07,465.1122000000001,704.0397700000001,0.42
20170517,health_beauty,8,1084.6399999999999,402.43139999999994,650.75404,0.42
20180610,housewares,27,3580.0099999999998,1561.824,1914.3657099999994,0.55
20180606,auto,17,2259.15,865.0900000000001,1328.5446499999998,0.5
20171201,housewares,12,1366.9899999999998,597.0195,730.32779,0.55
20170616,pet_shop,1,102.79,44.575,55.23409,0.5
20171027,computers_accessories,10,3638.25,2046.0930000000003,1486.64775,0.62
20171111,bed_bath_table,18,2066.68,965.2995000000002,1041.44678,0.55
20180611,construction_tools_construction,5,2946.63,1408.03,1453.14773,0.5
20180626,watches_gifts,18,3525.5199999999995,1546.8239999999998,1876.45592,0.48
20180223,health_beauty,21,2542.7799999999997,917.8302000000001,1551.2091800000003,0.42
20180424,sports_leisure,21,3312.4499999999994,1417.1150000000002,1799.2739499999998,0.5
20170429,sports_leisure,8,831.3100000000001,332.59499999999997,474.60700999999995,0.5
20180309,perfumery,5,457.79999999999995,147.6342,296.8896,0.42
20171018,telephony,13,2376.2900000000004,1306.8856,1000.49199,0.62
20170708,health_beauty,12,2042.5900000000001,769.3014,1214.0534900000002,0.42
20171020,consoles_games,5,360.02,144.885,204.69441999999998,0.5
20180202,computers_accessories,21,3628.599999999999,1966.3672,1557.0033999999998,0.62
20180305,bed_bath_table,23,2397.05,1104.8895,1222.64605,0.55
20171025,perfumery,7,760.6899999999999,276.234,462.39599,0.42
20171107,garden_tools,12,2974.5100000000007,1174.9900000000002,1713.2592100000004,0.5
20170706,auto,3,499.13,216.405,268.25023,0.5
20170520,bed_bath_table,7,839.89,402.39650000000006,413.13668999999993,0.55
20180306,fashion_bags_accessories,5,233.57,81.50399999999999,145.29247,0.48
20171210,computers_accessories,9,952.6500000000001,501.7102000000001,423.31295,0.62
20170928,toys,9,899.42,385.9284,487.40842,0.52
20180205,bed_bath_table,33,4629.900000000001,2147.1505,2348.4824,0.55
20180401,toys,5,1264.83,586.404,641.74593,0.52
20170510,cool_stuff,10,1527.4399999999998,659.1750000000001,823.96924,0.5
20180518,bed_bath_table,19,2312.2050043975373,1064.8275,1180.3235592700084,0.55
20170628,bed_bath_table,19,2242.9199999999996,1048.8005000000003,1129.0748199999998,0.55
20180419,toys,9,1536.0200000000002,687.9444000000001,803.53102,0.52
20170604,computers_accessories,8,676.9799999999999,344.1558,313.19178,0.62
20180726,perfumery,6,787.79,296.562,468.38208999999995,0.42
20180516,housewares,26,5388.71,2458.4010000000003,2774.0364100000006,0.55
20170525,sports_leisure,11,1477.1599999999996,636.51,797.8123599999999,0.5
20180220,computers_accessories,36,4509.660000000001,2342.9613999999997,2035.9184600000003,0.62
20170709,home_confort,3,309.34000000000003,134.85000000000002,165.51914,0.5
20180725,unknown,5,550.11,208.43,325.72681,0.5
20180523,bed_bath_table,16,2509.4799999999996,1184.1335000000001,1252.5715799999998,0.55
20170716,furniture_decor,6,499.53999999999996,201.619,283.43433999999996,0.55
20171126,electronics,8,253.68999999999997,84.7168,161.61619000000002,0.62
20180108,telephony,17,658.33,253.642,385.59643,0.62
20171003,toys,30,4287.94,1986.5040000000004,2177.085739999999,0.52
20171014,furniture_decor,12,1494.8,626.5985,824.8522999999999,0.55
20180420,pet_shop,2,125.75999999999999,49.445,72.66796,0.5
20170602,watches_gifts,6,2557.76,1177.6032,1305.9817600000001,0.48
20180326,auto,18,2621.0699999999997,1141.74,1403.3189699999998,0.5
20180723,furniture_decor,19,4722.52,2162.3085,2423.2584199999997,0.55
20171221,telephony,6,252.29000000000002,104.12279999999998,140.85079000000002,0.62
20180709,bed_bath_table,10,1301.31,567.952,695.6200100000001,0.55
20180622,computers_accessories,8,1595.3917707317075,862.3208000000001,686.8046093804878,0.62
20170716,electronics,7,866.57,458.59540000000004,382.84407000000004,0.62
20170725,watches_gifts,8,1130.02,487.14239999999995,610.10702,0.48
20171208,drinks,1,69.43,29.745,37.671530000000004,0.5
20180311,stationery,7,726.09,291.45,413.58339,0.5
20170623,health_beauty,10,2294.3300000000004,827.1858000000001,1400.6086300000002,0.42
20171004,computers_accessories,10,2264.69,1243.5092,955.5047900000001,0.62
20180224,telephony,9,708.51,361.65840000000003,326.30481000000003,0.62
20180125,computers_accessories,29,4343.639999999999,2317.0577999999996,1900.6166400000002,0.62
20170918,fashion_bags_accessories,2,96.4,24.528,69.0764,0.48
20170605,perfumery,12,1302.34,472.63020000000006,791.9419399999999,0.42
20180815,small_appliances,2,517.34,220.0,282.33714000000003,0.5
20171130,toys,36,5308.290000000001,2410.865599999999,2743.48399,0.52
20180512,computers_accessories,18,1898.2099999999998,884.4362000000003,958.7257099999996,0.62
20170821,toys,3,467.48,198.37480000000002,255.54828,0.52
20180811,cool_stuff,6,449.8,172.09,264.6658,0.5
20180514,luggage_accessories,4,1195.25,497.84999999999997,662.7377499999999,0.5
20180121,telephony,8,377.19,162.39039999999997,203.86109,0.62
20180119,computers_accessories,17,3243.9900000000002,1723.0916000000002,1426.8226900000002,0.62
20180209,watches_gifts,12,3041.620000000001,1380.8159999999998,1572.5970200000004,0.48
20170530,electronics,2,134.98,68.8138,62.25178,0.62
20180219,sports_leisure,22,2882.9,1264.8700000000001,1534.4259,0.5
20170812,computers_accessories,4,519.5300000000001,287.5994,216.86423000000002,0.62
20180619,health_beauty,25,4056.56,1521.1434000000002,2417.77636,0.42
20171211,costruction_tools_tools,1,43.98,14.95,27.754579999999997,0.5
20170307,toys,4,1305.01,644.7324,622.43231,0.52
20180507,small_appliances,4,482.59,191.35,277.24489000000005,0.5
20180703,health_beauty,32,4755.75,1697.1738,2920.65945,0.42
20180301,construction_tools_safety,1,25.0,4.95,19.325,0.5
20180803,arts_and_craftmanship,1,33.69,12.5,20.212989999999998,0.5
20170428,telephony,7,647.1099999999999,325.407,302.93681000000004,0.62
20180813,watches_gifts,18,4789.69,2143.9631999999997,2506.82579,0.48
20170425,computers_accessories,11,1437.11,771.7016,623.7322099999999,0.62
20180407,electronics,8,246.77999999999997,79.9676,159.65578,0.62
20170625,sports_leisure,5,2441.04,1016.3500000000001,1353.8998399999998,0.5
