date_id,date,channel,spend,total_revenue,total_contribution_margin,revenue_proxy,contribution_margin_proxy,mer_proxy
20171110,2017-11-10 00:00:00,Meta,1116.29,22628.520000000015,12291.392719999996,8037.543740609343,4365.844810884988,7.200229098719278
20171113,2017-11-13 00:00:00,Meta,1229.24,29171.729999999996,15979.674030000002,11683.899965853181,6400.200223074257,9.50497865823857
20171115,2017-11-15 00:00:00,Meta,1287.39,26726.979999999992,14293.205080000002,11240.786273178697,6011.411070872658,8.731453773276705
20171120,2017-11-20 00:00:00,Meta,1172.78,50017.83,26092.098429999973,19110.637489420067,9969.17767991926,16.295159782243957
20180118,2018-01-18 00:00:00,Meta,1587.1,32765.29,17415.307389999994,14419.067938920713,7663.979181432482,9.085166617680494
20180124,2018-01-24 00:00:00,Meta,1482.6,36553.85999999999,19458.826760000004,15515.023499806754,8259.159346237815,10.464739983681879
20180204,2018-02-04 00:00:00,Meta,987.85,28072.83999999999,15064.664240000002,9557.994014654889,5129.084575650544,9.6755519711038
20180209,2018-02-09 00:00:00,Meta,1469.75,34643.869999999995,18128.299270000007,13479.096960588106,7053.285432340229,9.171013410844093
20180320,2018-03-20 00:00:00,Meta,1634.73,42536.71000000004,23197.669210000007,18065.437278728663,9852.102763141527,11.051022051793668
20180322,2018-03-22 00:00:00,Meta,1586.91,36989.79,19654.874590000007,16669.449945447523,8857.469808886548,10.504344887515689
20180323,2018-03-23 00:00:00,Meta,1396.87,34638.14999999996,18573.620350000027,12910.996587264297,6923.116533417441,9.24280468995991
20180406,2018-04-06 00:00:00,Meta,1715.18,31957.970000000012,16669.94157,14408.535449720714,7515.791649348123,8.400596701058031
20180414,2018-04-14 00:00:00,Meta,1047.98,22397.87000000001,12126.081269999995,8429.858608558248,4563.8781983280705,8.043911724038864
20180415,2018-04-15 00:00:00,Meta,1373.49,36564.190000000024,20197.680889999992,16543.971604470986,9138.719034123988,12.045207176223332
20180418,2018-04-18 00:00:00,Meta,1296.86,46308.65000000003,24645.615349999982,16926.529888135115,9008.35469903044,13.05193304453458
20180423,2018-04-23 00:00:00,Meta,1646.38,44363.29000000002,23834.68508999999,17944.424803748156,9640.84751871473,10.899321422604839
20180506,2018-05-06 00:00:00,Meta,1255.03,32703.940000000006,17407.003040000007,15127.848906703231,8051.950679570838,12.053774735825623
20180513,2018-05-13 00:00:00,Meta,1029.65,36202.28999999997,19251.991190000015,13938.901024784785,7412.558700773876,13.537513742324853
20180531,2018-05-31 00:00:00,Meta,1351.93,28156.52,15128.153619999995,11342.056845969342,6093.948340654201,8.38952966941287
20180607,2018-06-07 00:00:00,Meta,1240.49,42676.38000000003,22798.112779999992,16735.30359467022,8940.152345602664,13.49088150220495
20180623,2018-06-23 00:00:00,Meta,1050.39,21101.589999999982,11694.617289999997,8323.781796916068,4613.08567365786,7.924467861381075
20180625,2018-06-25 00:00:00,Meta,1494.9,41743.3,22081.497199999987,17696.486674191212,9361.141092007347,11.837906665456693
20180626,2018-06-26 00:00:00,Meta,1453.13,37273.87999999998,20357.39238000001,15477.492125891546,8453.141456299554,10.651140727871246
20180627,2018-06-27 00:00:00,Meta,1532.86,32505.929999999997,18227.391129999993,14086.576913886687,7898.914047136658,9.189734818500508
20180706,2018-07-06 00:00:00,Meta,1429.87,22108.67000000001,11903.84077,8958.231499200881,4823.32774188975,6.265067103443587
20180707,2018-07-07 00:00:00,Meta,1185.51,11277.240000000002,6387.489040000001,5453.532664787539,3088.910063598221,4.600157455261903
20180712,2018-07-12 00:00:00,Meta,1187.56,22950.83,12342.728829999996,8949.488315405124,4812.946087104428,7.5360304451186675
20180713,2018-07-13 00:00:00,Meta,1530.63,32529.389999999992,17970.619689999996,14765.72278885419,8157.213789943949,9.646826985525038
20180720,2018-07-20 00:00:00,Meta,1299.83,37905.61999999997,20424.423319999994,15697.106279242385,8457.96331906131,12.076276343246722
20180802,2018-08-02 00:00:00,Meta,1111.27,45594.420000000006,24696.251919999988,18559.941066100113,10053.006051809882,16.701558636605068
20180808,2018-08-08 00:00:00,Meta,1363.81,50832.61999999997,27301.29832,20412.52424945159,10963.20461149774,14.967278616120716
20180811,2018-08-11 00:00:00,Meta,1012.3,30565.719999999998,16502.171920000004,13309.622651800615,7185.75192046319,13.14790343949483
20180813,2018-08-13 00:00:00,Meta,1412.1,45811.25999999999,24746.89336000002,19500.470327609903,10534.0053879157,13.80955337979598
20180829,2018-08-29 00:00:00,Meta,1404.29,1762.7,977.9529,784.1077715726553,435.0260788120587,0.5583659867781265
20170111,2017-01-11 00:00:00,Google,1135.49,2881.5200000000004,1398.3143200000002,915.3449520217988,444.1891620227499,0.8061233053763562
20170117,2017-01-17 00:00:00,Google,1074.61,3893.6099999999988,2113.6183099999994,1115.5669247812382,605.577517585998,1.038113292060597
20170118,2017-01-18 00:00:00,Google,1228.7,4683.38,2510.1567800000003,1626.5256992161994,871.7709243605652,1.3237777319249608
20170119,2017-01-19 00:00:00,Google,1029.71,4140.159999999999,2132.387559999999,1176.8536604729866,606.1379525267284,1.142898156250776
20170128,2017-01-28 00:00:00,Google,956.62,5909.98,3152.3985799999996,1970.6044565122672,1051.1255013470338,2.059965771688097
20170131,2017-01-31 00:00:00,Google,967.9,12687.529999999995,6824.429830000001,3916.0117117519303,2106.363266948669,4.045884607657744
20170208,2017-02-08 00:00:00,Google,1178.67,13960.93,7618.740730000002,4558.351370552892,2487.5776361949133,3.8673686193361094
20170209,2017-02-09 00:00:00,Google,1008.78,10844.169999999998,5871.27847,2841.33145266734,1538.360998045916,2.816601689830627
20170211,2017-02-11 00:00:00,Google,915.88,5233.15,2833.1383499999993,1740.968104960716,942.5305034808918,1.900869224091274
20170222,2017-02-22 00:00:00,Google,991.41,8576.960000000001,4628.707960000001,2464.2128470952357,1329.85598865845,2.485563840485002
20170306,2017-03-06 00:00:00,Google,946.16,10983.080000000004,6169.177979999999,3141.504394886167,1764.5778540268263,3.3202676026107287
20170322,2017-03-22 00:00:00,Google,1126.9,16390.140000000003,8744.849640000002,5060.134835936453,2699.8011181350707,4.490313990537272
20170401,2017-04-01 00:00:00,Google,984.51,19053.909999999996,9716.971909999995,6567.344193539351,3349.165554572445,6.670672917024054
20170414,2017-04-14 00:00:00,Google,1010.44,8326.419999999998,4576.973020000001,2276.006163818057,1251.1041726394958,2.2524901664800057
20170503,2017-05-03 00:00:00,Google,1155.24,12155.479999999996,6715.821580000001,3735.5212347373617,2063.850553067212,3.2335456136710654
20170517,2017-05-17 00:00:00,Google,960.62,21217.809999999994,11289.104910000005,5750.356223748207,3059.5228574374546,5.986088384322841
20170518,2017-05-18 00:00:00,Google,1107.01,20861.79,11108.866689999995,6313.550512291274,3361.9546060824564,5.703246142574389
20170530,2017-05-30 00:00:00,Google,926.13,16248.810000000001,8452.354210000001,4721.086492371789,2455.828783127677,5.097649889725837
20170620,2017-06-20 00:00:00,Google,1062.55,14069.740000000003,8107.33904,4182.9680263124765,2410.3316751265397,3.9367258259022884
20170621,2017-06-21 00:00:00,Google,1092.62,7275.099999999999,3896.5180000000005,2124.669498696959,1137.965518786502,1.9445639826261274
20170623,2017-06-23 00:00:00,Google,1078.62,15422.94,8317.85164,4966.633788472734,2678.5893612195437,4.604618668736658
20170624,2017-06-24 00:00:00,Google,757.95,10013.7,5465.5846,2908.0906368777587,1587.2669842638854,3.836784269249632
20170704,2017-07-04 00:00:00,Google,978.42,17940.639999999985,9318.152039999995,5824.580825765087,3025.217032600166,5.953047592818102
20170707,2017-07-07 00:00:00,Google,928.67,15764.140000000012,8386.581440000004,4926.051736033302,2620.677947664551,5.304415708522191
20170708,2017-07-08 00:00:00,Google,765.65,11897.069999999996,6405.289970000001,3531.2875877589136,1901.217776062314,4.612143391574366
20170716,2017-07-16 00:00:00,Google,770.89,15540.840000000007,8478.09204,4879.79135001711,2662.1032197385016,6.330074783713772
20170720,2017-07-20 00:00:00,Google,890.87,21187.91,11298.027210000004,6461.992304666504,3445.7275346616448,7.253574937607625
20170722,2017-07-22 00:00:00,Google,900.6,13318.54,6867.215340000001,4604.48258119002,2374.13210564453,5.112683301343571
20170802,2017-08-02 00:00:00,Google,1030.54,20933.389999999992,11012.652390000003,6609.929812542893,3477.356479186257,6.414044881851159
20170803,2017-08-03 00:00:00,Google,858.62,22063.409999999996,11666.707809999998,6305.530993023471,3334.2437856389374,7.343797015004857
20170806,2017-08-06 00:00:00,Google,646.92,16965.110000000008,9171.603309999999,4661.870581848767,2520.28001346739,7.206255150325801
20170820,2017-08-20 00:00:00,Google,765.67,14955.170000000004,8178.419570000001,4486.8381407641655,2453.6828974761274,5.86001559518352
20170828,2017-08-28 00:00:00,Google,989.26,25497.07,13549.70767,7877.0904931763525,4186.060338410481,7.962608912900908
20170829,2017-08-29 00:00:00,Google,1051.57,37025.69999999998,18947.64929999999,12454.972329154492,6373.747092803741,11.844168556686187
20170830,2017-08-30 00:00:00,Google,969.21,34874.829999999994,18162.00113000001,11538.236814827205,6008.845636497711,11.904785149582862
20170916,2017-09-16 00:00:00,Google,729.67,23548.279999999995,12379.79607999999,6927.6066377721945,3641.979690154616,9.494163988888394
20170917,2017-09-17 00:00:00,Google,773.9,22826.039999999997,12153.82714,8095.445834746344,4310.4563602245535,10.460583841253836
20171006,2017-10-06 00:00:00,Google,1010.35,19924.420000000002,10811.588619999999,6609.484045480216,3586.5045251096617,6.541776657079444
20171014,2017-10-14 00:00:00,Google,623.4,16131.480000000003,8631.29848,4499.190046305617,2407.3334999583917,7.217180055029864
20171029,2017-10-29 00:00:00,Google,696.92,20055.169999999995,10835.334270000003,5482.557800049423,2962.096378047723,7.866839522541215
20171108,2017-11-08 00:00:00,Google,1017.46,23241.95,12406.040550000002,7589.381702557848,4051.0446477752816,7.459145030328315
20171122,2017-11-22 00:00:00,Google,1008.35,29647.809999999987,16152.755809999999,10144.546279700295,5526.964010469674,10.060540764318237
20171124,2017-11-24 00:00:00,Google,1029.49,178450.1100000001,94994.01180999991,53066.834130263385,28248.968118257497,51.546721318578506
20171126,2017-11-26 00:00:00,Google,762.41,53247.47999999995,28412.704479999975,16036.124455592584,8556.830579799325,21.033465531134933
20171127,2017-11-27 00:00:00,Google,838.71,56644.82999999992,29752.406830000004,16795.73549174327,8821.874041451209,20.02567692258739
20171207,2017-12-07 00:00:00,Google,1082.22,32920.87,17740.438670000014,9680.235822086976,5216.497313493573,8.944794794114852
20171212,2017-12-12 00:00:00,Google,866.14,38557.38000000001,20455.35077999999,9540.077047486013,5061.174345211032,11.014474620137637
20171217,2017-12-17 00:00:00,Google,849.48,22106.00000000001,11818.486200000001,6739.136867037506,3602.931152763683,7.933249596267723
20171220,2017-12-20 00:00:00,Google,881.27,32004.67999999999,16803.34498000001,8802.023606534864,4621.30660836819,9.987885218531057
20171226,2017-12-26 00:00:00,Google,901.51,23797.460000000003,12583.195960000001,6817.607780793188,3604.892903870472,7.5624316766238735
20180101,2018-01-01 00:00:00,Google,1057.26,8453.610000000002,4714.20801,2610.0931610533053,1455.5346280090648,2.46873348188081
20180107,2018-01-07 00:00:00,Google,766.36,33918.11999999999,17480.61562,9755.192354217172,5027.600817593468,12.729255642540283
20180208,2018-02-08 00:00:00,Google,1229.58,31531.309999999987,16560.318710000003,10120.962059002422,5315.5532500520285,8.231235103858571
20180211,2018-02-11 00:00:00,Google,736.54,25876.690000000006,13440.177589999996,6602.423962517755,3429.2543049636597,8.964107804759763
20180212,2018-02-12 00:00:00,Google,1136.76,27569.290000000005,14724.32889,9110.97721661623,4866.031190747172,8.014864365931444
20180213,2018-02-13 00:00:00,Google,1301.73,27965.51999999995,15151.701419999992,10313.06042738358,5587.609753801603,7.922580279615265
20180221,2018-02-21 00:00:00,Google,1176.08,37588.36999999999,19840.857269999993,12644.24339201592,6674.208762660593,10.751176273736414
20180223,2018-02-23 00:00:00,Google,1088.82,33072.96,17485.011460000005,10557.229977074037,5581.39601459909,9.696028707292333
20180226,2018-02-26 00:00:00,Google,1201.03,49964.59999999998,26412.740600000026,16727.615818053077,8842.704183735954,13.92772521756582
20180321,2018-03-21 00:00:00,Google,1099.85,46294.000000000015,24470.71559999999,14394.524469850536,7608.854592365165,13.087716024776594
20180402,2018-04-02 00:00:00,Google,1227.05,47350.53000000002,25403.708029999987,15568.036182444204,8352.300296940457,12.687369041558375
20180407,2018-04-07 00:00:00,Google,827.73,29014.859999999997,15135.099360000002,8585.865940633703,4478.66831351697,10.372785740076718
20180408,2018-04-08 00:00:00,Google,939.96,27883.610000000004,15003.16641,9858.895020274897,5304.716376678077,10.488632516569744
20180410,2018-04-10 00:00:00,Google,1078.66,32535.280000000017,17381.38278,9935.284594160768,5307.745455374756,9.210765759517148
20180417,2018-04-17 00:00:00,Google,1258.73,42575.02000000006,22386.02122000002,13293.657330822984,6989.828662422513,10.561166676589089
20180422,2018-04-22 00:00:00,Google,848.42,31991.79000000001,17035.930790000006,10048.637216477675,5350.9943692969955,11.843941934982292
20180501,2018-05-01 00:00:00,Google,1191.21,38232.10000000002,20368.935699999998,12210.85507323705,6505.583575811533,10.250799668603394
20180508,2018-05-08 00:00:00,Google,1134.15,54720.09000000001,29230.50788999998,17159.697088888646,9166.407824745338,15.130006691256575
20180515,2018-05-15 00:00:00,Google,1202.75,49428.11000000002,26725.308610000015,16257.334794314147,8790.186182602096,13.516802988413342
20180521,2018-05-21 00:00:00,Google,1182.56,29446.71,15498.644410000006,9342.604091348114,4917.279338683868,7.900321414006997
20180527,2018-05-27 00:00:00,Google,814.96,14693.679999999997,7744.759979999998,4344.537366595556,2289.923227430014,5.330982338514229
20180602,2018-06-02 00:00:00,Google,885.57,28939.99000000001,15591.096090000005,10426.350646978897,5617.079854038708,11.773604172430069
20180613,2018-06-13 00:00:00,Google,1208.2,41092.340000000004,22910.85464,14608.170112074571,8144.721424823532,12.090854255979615
20180616,2018-06-16 00:00:00,Google,808.02,29000.08,15715.770480000007,8500.961244490236,4606.854732048455,10.520731225081354
20180619,2018-06-19 00:00:00,Google,920.12,39826.33000000002,21249.96513000001,11512.941732989002,6142.9112441376865,12.51243504433009
20180629,2018-06-29 00:00:00,Google,924.34,25048.660000000018,13721.679359999996,6655.363844066554,3645.8145342871917,7.20012532625068
20180703,2018-07-03 00:00:00,Google,1062.19,31361.38,17305.04157999999,9312.005518758613,5138.314790207165,8.766798330579851
20180708,2018-07-08 00:00:00,Google,786.54,17294.260000000002,9592.170259999999,5350.414876157886,2967.5794427598084,6.802470155564735
20180717,2018-07-17 00:00:00,Google,855.63,35030.37999999999,19197.37008,10415.04591585414,5707.659775510415,12.172371136886435
20180723,2018-07-23 00:00:00,Google,1067.49,47890.820000000014,26091.922919999983,15451.86878819295,8418.502113588447,14.474954133708934
20180730,2018-07-30 00:00:00,Google,1002.64,44460.74000000002,23593.918539999988,14427.228532554878,7656.077131308728,14.389240936482565
20180731,2018-07-31 00:00:00,Google,956.55,53070.26000000004,28259.299159999995,15301.945496170329,8148.1088561897295,15.99701583416479
20180826,2018-08-26 00:00:00,Google,790.12,9304.0,5114.370599999999,3080.126569125312,1693.132928784755,3.898302244121541
20180828,2018-08-28 00:00:00,Google,915.32,4121.23,2109.52973,1262.2322676883437,646.0975230341136,1.3790065416339023
20180903,2018-09-03 00:00:00,Google,872.18,166.46,89.13266,52.0673665259632,27.87998845160434,0.059697959739919745
20161004,2016-10-04 00:00:00,TikTok,614.59,10900.95,5871.84005,2144.4806411085365,1155.1330218844028,3.489286583101802
20170109,2017-01-09 00:00:00,TikTok,874.44,774.51,420.09621000000004,179.87520501011906,97.56477243382788,0.20570331298902045
20170116,2017-01-16 00:00:00,TikTok,942.12,3712.24,1981.7660400000004,967.175842503049,516.3233625468536,1.0265951710005614
20170121,2017-01-21 00:00:00,TikTok,642.12,3094.7600000000007,1702.6719600000004,665.2808790031538,366.0235682905371,1.0360693935762066
20170127,2017-01-27 00:00:00,TikTok,767.48,12756.140000000003,6393.77114,2951.380211508779,1479.3228687919639,3.845546739340151
20170224,2017-02-24 00:00:00,TikTok,922.76,7898.750000000003,4327.517250000001,2214.574094104922,1213.3068642053706,2.3999459167117365
20170227,2017-02-27 00:00:00,TikTok,808.99,6790.760000000001,3619.445260000001,1540.8464617498985,821.2643978536189,1.9046545219964381
20170301,2017-03-01 00:00:00,TikTok,940.81,14654.69,7818.49829,3530.1036961770574,1883.3635997815718,3.7521961885790516
20170304,2017-03-04 00:00:00,TikTok,592.29,12772.31000000001,6906.180209999998,2725.6816949867066,1473.817107529995,4.601937724740764
20170310,2017-03-10 00:00:00,TikTok,991.4,14107.78,7635.535380000001,3567.0809573116926,1930.6065768588467,3.598023963396906
20170312,2017-03-12 00:00:00,TikTok,657.98,7711.890000000002,4196.43879,1893.6738016636878,1030.4459992178654,2.8780111882788044
20170314,2017-03-14 00:00:00,TikTok,995.65,16416.289999999997,8912.006589999999,4373.445840178738,2374.2379154291866,4.392553447676129
20170321,2017-03-21 00:00:00,TikTok,928.41,13166.640000000003,6948.234540000002,3185.6999036787633,1681.1418938176678,3.43135026947013
20170328,2017-03-28 00:00:00,TikTok,746.62,14028.489999999993,7653.40329,3108.5692928075773,1695.9155584647026,4.163522665891052
20170410,2017-04-10 00:00:00,TikTok,908.94,13321.95,7075.883250000001,3130.9656835899623,1662.9958554745376,3.444634061203118
20170411,2017-04-11 00:00:00,TikTok,852.27,9822.130000000001,5209.641729999999,2236.1353190813024,1186.0425256245658,2.6237405036916734
20170416,2017-04-16 00:00:00,TikTok,729.44,6532.209999999998,3569.6641100000006,1605.9559561710685,877.6085488654833,2.201628586547308
20170419,2017-04-19 00:00:00,TikTok,966.77,13941.250000000002,7365.634550000003,3611.6958921527653,1908.1812640425708,3.735837781636548
20170421,2017-04-21 00:00:00,TikTok,896.04,10141.810000000003,5343.6946100000005,2324.4696052671975,1224.7572869906996,2.5941583023829264
20170428,2017-04-28 00:00:00,TikTok,899.06,18063.290000000015,9303.898490000003,4726.654551418438,2434.568350709844,5.257329378927367
20170509,2017-05-09 00:00:00,TikTok,898.08,23826.049999999985,12000.743949999998,5615.781250721729,2828.5659129029887,6.2530968852682705
20170515,2017-05-15 00:00:00,TikTok,897.34,21254.920000000002,11523.110420000008,5278.2608213688745,2861.54839774478,5.882119175974407
20170526,2017-05-26 00:00:00,TikTok,968.81,12495.320000000002,6683.054120000001,3663.598222068887,1959.4556355517225,3.7815445980830993
20170609,2017-06-09 00:00:00,TikTok,912.6,18594.340000000007,9864.965840000003,5181.22782423904,2748.827626867942,5.677435704842253
20170702,2017-07-02 00:00:00,TikTok,564.56,13677.460000000012,7389.854660000003,3209.0776477628833,1733.8465921028005,5.68421008885306
20170709,2017-07-09 00:00:00,TikTok,502.96,9915.729999999998,5486.22843,1910.3348058146432,1056.9603168378756,3.798184360216803
20170717,2017-07-17 00:00:00,TikTok,685.12,25364.559999999998,13355.736660000008,5831.3677110115605,3070.513011694168,8.511454505796882
20170719,2017-07-19 00:00:00,TikTok,891.88,19710.429999999997,10522.119829999989,4989.764157612089,2663.711364482325,5.594658650953143
20170807,2017-08-07 00:00:00,TikTok,775.87,26629.340000000007,14122.972639999993,6618.351835438984,3510.068289105118,8.530232945517914
20170813,2017-08-13 00:00:00,TikTok,559.06,14405.430000000004,7499.000630000002,3450.780135486028,1796.3644549313149,6.172468313751705
20170822,2017-08-22 00:00:00,TikTok,629.66,19749.469999999998,10874.679469999995,4318.359839912211,2377.824776825191,6.858240701191455
20170824,2017-08-24 00:00:00,TikTok,767.54,16094.410000000009,8892.266409999998,3777.719030149941,2087.2143830199475,4.921852972027439
20170825,2017-08-25 00:00:00,TikTok,612.23,17277.280000000002,9046.667480000007,3756.0878132479215,1966.7492494266637,6.135092715561017
20170827,2017-08-27 00:00:00,TikTok,483.73,16295.45,9005.941149999997,3351.601490078193,1852.3161850637143,6.928661629583017
20170907,2017-09-07 00:00:00,TikTok,821.8,19096.760000000002,10040.032159999995,5004.948708397647,2631.328350540239,6.090227194448342
20170930,2017-09-30 00:00:00,TikTok,549.49,14879.169999999995,7999.93747,3654.7278488125185,1965.0016943396554,6.651127133910569
20171008,2017-10-08 00:00:00,TikTok,493.38,19424.090000000004,10516.47959,4316.931095555346,2337.248116016973,8.749708329391838
20171017,2017-10-17 00:00:00,TikTok,804.87,34756.269999999975,18516.300770000005,8711.770468875051,4641.170132493921,10.823823063196604
20171018,2017-10-18 00:00:00,TikTok,703.24,31501.880000000012,16617.39577999999,7077.3508524110475,3733.3371909370053,10.063919646793481
20171022,2017-10-22 00:00:00,TikTok,570.18,23171.489999999994,12369.10069,6020.249965004691,3213.6508267751456,10.558507778253695
20171030,2017-10-30 00:00:00,TikTok,700.06,23290.74999999998,11987.903549999995,5356.290244639573,2756.9181258029535,7.651187390565913
20171031,2017-10-31 00:00:00,TikTok,846.85,26846.59,13644.316389999998,6921.1157611541375,3517.5377288885747,8.172776478897251
20171102,2017-11-02 00:00:00,TikTok,774.74,23941.100000000002,12425.598600000001,5674.1884981308485,2944.9435764651903,7.323990626701666
20171121,2017-11-21 00:00:00,TikTok,807.49,39155.200000000004,20458.729100000004,8942.466717011019,4672.470171244044,11.074399332513119
20171201,2017-12-01 00:00:00,TikTok,932.13,45973.81999999998,24228.67462000001,12220.415897647938,6440.284503336624,13.110205548204583
20171204,2017-12-04 00:00:00,TikTok,736.93,53455.71,28270.98081000002,11408.176043943631,6033.412071702581,15.480678007332626
20171208,2017-12-08 00:00:00,TikTok,668.24,34362.219999999994,18264.692020000006,7077.032337569076,3761.6840838944604,10.590554797032617
20171209,2017-12-09 00:00:00,TikTok,560.07,23639.519999999997,12787.637119999998,5478.2072096689435,2963.3988281240145,9.781290213132186
20171216,2017-12-16 00:00:00,TikTok,738.97,22907.05000000001,12126.667050000002,6235.862437558944,3301.177041560511,8.43858673228811
20171221,2017-12-21 00:00:00,TikTok,926.06,21247.439999999995,10907.004440000008,5833.727444698429,2994.6427024185355,6.299513470723743
20171223,2017-12-23 00:00:00,TikTok,586.83,15357.059999999996,8230.290959999997,3313.338867756653,1775.7137714324367,5.64616476280465
20171224,2017-12-24 00:00:00,TikTok,685.83,6708.530000000003,3614.5899299999996,1893.5660846750309,1020.2629937491358,2.760984623995787
20171229,2017-12-29 00:00:00,TikTok,692.27,18765.649999999994,10118.494449999997,4133.437014935344,2228.7615667481728,5.97084521203482
20180103,2018-01-03 00:00:00,TikTok,977.46,36127.13,18956.781229999997,10076.739315487144,5287.509489832979,10.30910657774962
20180104,2018-01-04 00:00:00,TikTok,780.27,39936.93999999998,20926.951239999984,8861.46177447654,4643.4047893903335,11.356917188250913
